"reviews_review","reviews_user"
"DNF. Realised I was skim reading at 170 pages and gave up. Bit of a misleading blurb - I got the impression this book would consist mainly of Orr’s life after leaving Motherwell and maybe ruminating on her childhood throughout. Instead, we begin with Orr sorting through items after her parents’ deaths (the bureau trope didn’t work for me) and then the first hundred pages or so are a disorganized jumble of details about her great-grandparents and grandparents, prior to Orr even being born (which reminded me of listening to my grandparents telling me about long dead relatives as a child - utterly boring and irrelevant) before finally reaching Orr’s lifetime, which is focusing on young childhood and generic details of life on the scheme at that.
There’s hints of some kind of traumatic relationship with her parents and brother but only really a few benign instances shown (I’m mindful that I’ve got 100-odd pages unread) and some foreshadowing comments of her adult life. Not having any prior knowledge of Orr, I’m not sure if we are supposed to know what she’s alluding to: I’m now aware she was a successful journo in the UK so assume she has a reasonable profile, but I have no point of reference for any of this. The whole book is tangential and lacks structure. Not sure if this is a finished work or if she died while writing it - either way, needs significant editing. Probably people who are specifically interested in Orr, Scotland or more conventional factual biographies would like this - I like my memoir a bit more personal and literary.","Jules"
"Deborah Orr was a journalist, the first female editor of Weekend magazine and award winning columnist. She died in 2019 aged 57.
This is her memoir about growing up in the North Lanarkshire town of Motherwell, Scotland. Really insightful, brutally honest and authentic, so very sad. Some highlights:
1.) Motherwell was famous for its steel production and like many industrial towns gave a sense of belonging and identity. Consequently, as industry disappeared so too did the aforementioned, leaving isolation. It's akin to worlds falling apart.
2.) Of industrial decline, 'the heritage industry moves in when people don't know who they are anymore and have to focus on who they were instead'.
3.) Orr's transparent recollections of her mother's narcissism and how they haunted her up until her death are tragic. Narcissists - everybody knows one, and everybody IS one to some degree.
4.) Shame is an emotion often confused with pride. It's a largely undiscovered or unresearched human emotion that's so damaging and difficult to deal with.
5.) Her toxic relationship with her mother reveals how a lot of people dismiss their own traumatic experiences because they consider them too small and trivial, and also because of the 'others go through a lot worse' narrative. It doesn't make your experience any less valid or traumatic.
6.) Doing your best to minimise your own needs in favour of someone else's was one of the burdens of her being loved and having a family.
Highly recommend!","Mark Bailey"
"I wanted to like this book. Deborah Orr was one of the columns I always turned to in the Guardian as an insightful journalist and I was looking forward to reading her account of growing up in Scotland around the same time I did.
There are good bits in this book. The accounts of living in those times when heavy industry was at its peak, with most of the town employed or supported by it in some shape or form, through the destruction of that in Scotland and, well almost everywhere else, by the Tory government lead by Margaret Thatcher were recognisable. Leaving home to go to University was a big thing then when so few people went. Young women were routinely sexually harassed and simultaneously roundly condemned for being “easy”. Parents, born in the aftermath of the second world war, had of relationships with food, born out of rationing and also held opinions about black people and gay people that are appalling. Deborah’s parents and so did almost everyone else. These are recognisable themes and it was good to read about these from a Scottish perspective written by a talented writer.
But..... The constant reference to everyone who is not Deborah as being narcissistic was just so wearing. Nothing is ever her fault and she is never to blame. I kept hoping it would stop but from about 20% of the book onwards, the same stuff keeps on and on. Her mother prefers her brother. Her father worships her but her mother gets in the way. Her brother had it easy because he’s a boy (that’s probably true). She lied, stole, took drugs, had abortions but it was all someone else’s fault. Everyone else she meets is a narcissist but self reflection is a rare beast in this book. And that’s a real shame. I wanted to like it but the psychobabble just got in the way. And I wanted to know what it was like to be married to Will Self. But now I never will.","Kim"
"I loved this book. I was born a couple of years before Deborah Orr, and while we grew up in different home nations, there are some uncanny similarities in our early years upbringing. We both went through our childhood with adequate but limited family means, and attitudinal comparisons between our parents are really strong in a lot of areas. Some of the anecdotal writing resonates so very clearly with me that I can hear the words being said by her mother emanating from my mum’s mouth too. The book captures so much of what I remember from those times: small memories that she depicts triggered similar recollections in me, sometimes tiny things that happened when I was very young that, it seems, weren’t exclusive to my upbringing even though they appeared so at the time.
The book is beautifully written, its style reflective rather than purely narrative. It’s clear the author needed to write it to come to terms with the relationships she had in her childhood and to compartmentalise experiences that she’d gone through, both good and not so good. The analysis that was the result of this process was apparently both cathartic and essential, and I applaud her honesty and determination to confront issues that might otherwise have stayed suppressed. The book is powerful, gripping and raw, it’s funny in places, and at times very moving. I loved every page.","Catherine Fleet"
"3.5 Stars!
“I didn’t know, until recently, that denying another person their own feelings is the foundation of all emotional abuse.”
Declining industry, rape, bullying, narcissistic parents and a succession of truly awful men don’t normally make for the most happy and upbeat of memoirs, but there we go. This is a far more coherent and satisfying memoir than her ex-husband’s which came out last year.
Orr examines her deeply complicated relationship with her prickly mother and stoical father. Her descriptions of working class life growing up in Motherwell are so well told and she never shies away from the darker elements, giving us a fully fleshed out account of the many hardships she encountered and how she dealt with them.
There is plenty of wisdom and insight here and Orr reaches some really compelling conclusions about motivations and roles people play with specific emphasis on Karpman’s drama triangle, which was certainly illuminating. This reminded me very much of Kerry Hudson’s “Lowborn” and also covers similar social and psychological terrain as Andrew O’Hagan’s “The Missing” and Damian Barr’s “Maggie and Me”.","Keen Reader"
"Very difficult to rate memoirs.
I thought the structure and much of the writing was messy.
This felt very much like a work in progress, which I guess shouldn't always be considered a bad thing. People are works in progress, and Deborah Orr obviously was very much so.
Sad she passed away, I don't think she even saw the publication day.","Imke"
"I actually put off reading this as I thought it might be a bit brutal. It pulls no punches and is very honest but it's also very funny and full of affection. A really insightful depiction of family dynamics with a whole lot of other stuff - social history, geography even nature writing - thrown in. Just tragic that there won't be any more books.","Schopflin"
"I enjoyed this, but I think the blurb made it sound like quite a different book.","Eloise Mcallister"
"Dull and repetitive. Deborah Orr had a v interesting life yet randomly chose to focus her memoir on the most boring phase of it (does anyone have an interesting childhood I ask?? Except for like the Von Trapp kiddies??) Improved in the second half but by then I was PMSing so felt too grumpy to care","Katie"
"In many respects I liked this a lot. As a good memoir should, it describes with bleak honesty and reflective understanding the joys, miseries and privacies of childhood, and the deep ambiguity of her relationship with her parents. Their contradictions are laid bare; her father was - to her- a working class hero, a steelworker who was made redundant when Ravenscraig was closed, and who, like her mother, voted twice for Margaret Thatcher, and was anti-Labour, anti union, homophobic and racist (at least till shortly before his death). Her mother shared with him a fear that their daughter would leave (as she did), would outgrow them (do we ever outgrow our parents?) and would find herself with people who would not understand her (St Andrews University filled this role.) To try to control her they read all her letters in and out. It's painful; the childhood sections are more joyful - wandering in the woods despite the Bad Men there, or the school where there was effectively a grammar school tucked inside a Comprehensive. And for the flavour of the period, there's always the Vesta curry.
But somewhere along the line, Orr must have had a therapist who taught her all about narcissism. This is introduced so often I became irritated, much preferring her own reflections without this frame.","Katedurie50"
"‘Motherwell’, Deborah Orr’s memoir of her formative years in this town and her later escape to university and beyond, is a searing, honest and incredibly moving account of a child of the 60s and teenager of the 70s. Many of the political references and domestic detail cast me back to my own, albeit different, youth and, for these details alone, this may well be a fascinating read for our children’s generation as well. How they might wonder at our naivety, our pleasure over the most basic of toys, the knowledge that we had to make our own entertainment day in, day out!
But this is not an account seen through the haze of rose-tinted spectacles. Deborah Orr wipes away any nostalgic miasma firmly and effectively. Instead, the lens are polished ferociously and her troubled relationship with her family laid bare. However, neither is this a misery memoir in the expected sense. Orr is loved by her parents; they encourage her in her interests and are proud of her academic achievements – as long as they fit in with their world view. She is to stay at home, keeping her mother company until she marries and has a family of her own. Many younger readers will be amazed that this Victorian attitude prevailed into the 1980s. However, it was not so unusual, particularly for working families living in close-knit communities, many of whom had scant opportunity for change.
Whilst it is hard to stomach the everyday little cruelties dealt Orr as she began to fashion a life for herself, it is really uplifting to read how she slowly manages to become an independent woman involved in work that she loves. It is even more incredible to see her quest for the truth as she re-visits the parenting she received, and its effect on her and her brother, her parents’ relationship, and why her own relationships were so often toxic. Much of this is explored through her understanding of narcissism which leads on to her argument for its prevalence in the West.
This is an engrossing and thought-provoking read: moving, shocking, funny and uplifting. What a tragedy that they are amongst her final words in print.
My thanks to NetGalley and Orion Publishing Group for a copy of this novel in exchange for a fair review.","Sarah"
"Moving and all very familiar of growing up in working class Lanarkshire, but at times I found Orr’s writing of her relationship with her mum and her mum’s narcissistic qualities difficult to read in one go, quite heavy going.
Her description of the choice to move away from Motherwell for uni being unusual also rings true, as does her experience of feeling alien as a Scottish person with a ‘thick’ accent in a ‘Scottish Uni’ - felt very true of my time in Edinburgh.
Did make me want to go home and go a walk down the Duchess Park","Paula Glancy"
"Read for the Blackwells book group. This is a harsh account of Deborah Orr’s childhood in Motherwell.
The family bureau offered up an interesting insight into her childhood from the selection of items that had been retained by her parents. But she alternated between acknowledging the love and support she was given by her parents, then was fiercely critical of them. I also felt the sections on narcissism were repetitive.","Catherine Jeffrey"
"This absolutely brilliant memoir about home, family, being a woman explores perfectly the complex web of experiences and relationships that make up our lives. I don't read much non-fiction but when I do I really enjoy it. I'm gutted I didn't get to discuss this at the book club Claire is running! Nevertheless I'm so glad I came across it through the book club!","Claire"
"Gripping, touching, tragic - the story of a woman caught in a contradictory, toxic relationship with her parents - who are caught in a contradictory, toxic relationship with the values of post-war Britain. Also a portrait of a time before Thatcher and a tale of how class is reproduced in the nuclear family - and of the always pretty toxic masculine. Very well written. I had never heard of Deborah Orr before and in the end, I almost cried when I found out she died before this was published. This was given to me by a friend who likened this book to Didier Erebon. He was wrong - this has much more emotional impact.","Electric"
"Feel very conflicted about this book. I really wanted to and was ready to love it.
A really important piece of history, life in Motherwell in the 60s-70s seen through the eyes of a child.
Struggled with the her repetitive psychoanalysis of her family attaching psychiatric diagnoses to them and in parts seemed poorly written. Felt its different attempts to connect to both historical and present politics didn’t work at times with some exceptions.
But ultimately feel this book was informed by a huge amount of trauma so who am I to judge it with stars?? It must have been really hard and sad to write and that was also the reading experience.","Danielle Maria"
"Really fascinating book about growing up in Motherwell in the 1960s-80s. I found the societal themes spoke to me the most - dealing with a half English, half Scottish identify, what it was to be Scottish at this pivotal moment, the fast changing labour market, feminity and the patriarchy and thought Orr used key points in her biography to cleverly segue into these broader themes. What fell down in this book for me, as seems to be the case for other reviewers, is the exploration of narcissism, as I felt she needed to develop what the idea was more strongly at the start if she was going to continually refer to it throughout the book.","Kiana"
"By clicking ""Sign up"" I agree to the Goodreads Terms of Service and confirm that I am at least 13 years old. Read our Privacy Policy",""
