"reviews_review","reviews_user"
"Every page of The Years (2008) by Annie Ernaux was like a nutritious bouillon cube that kept dissolving in my thoughts for hours. I do not think I have ever read such condensed prose. It was filled to the brim with reflections, observations and images rooted in the memory of the author, who narrates not only her life, but also the experiences of her generation born during the Second World War. Humour mixes with poetry, politics with individual experience, literature with reality. I think most writers would need multitudes of 256 pages to tell a similar story. Annie Ernaux's succinct, lucid and precise writing style is her memoir's forte.
I wonder if there is a single page in this book on which I have not marked a passage that either made me laugh or marvel at Annie Ernaux's brilliance or simply moved me. Like other readers, I have the impression that if I were born around 1940, preferably in France, I would find even more in The Years. My enjoyment was hampered a bit by the need to check some historical details.
Compared to the memoirs I have read before, The Years is quite unique. Of course, the title made me think of Virginia Woolf's The Years though, which is also a poignant chronicle of fleeting moments. The detailed descriptions of family photos (how I wish the real photographs were included!) reminded me of W.G. Sebald's Austerlitz .
Although The Years is undoubtfully autobiographical, the narrator avoids using the pronoun 'I', it is always 'she' or 'we'. I guess the author's intention here was to distance herself from her experiences, to look at herself from the outside and more objectively, and to emphasise that she is not just an individual but a part of her generation too.
I liked Annie Ernaux's luminous prose, full of the images of a moment, bathed in a light that is theirs alone and kept trying to read The Years as slowly as possible to make the literary bliss last longer. It is not solely Annie Ernaux's merit but also the translator's. Alison L. Strayer did a marvellous job and her afterword is a cherry on top.
Rejection by Juan Carlos Valdeon Riaño.","Jola"
"“Save something for the times when one isn't around anymore.“
Annie Ernaux wrote this ""Les Années/The Years"" (2008) some 25 years after her previous autobiographical book La Place (1984), and if you read the latter first – as I did -, then “Les Années” quite frankly is a relief. ""La Place"" was a harsh reckoning with her rural upbringing, and especially with her father, whilst this one is much more balanced and refined. It's the author's personal quest - at the age of almost 70 - for the life she lived and the times she went through.
Clearly, this book to Ernaux has been quite a struggle over how best to ""grasp"" her own life: to tell it from a personal, ""I"" point of view, or rather from an impersonal ""she""? To start from her own life and experiences, or from the consecutive time periods she has gone through? To present it as a coherent story, or made up of varied and sometimes dissonant images and impressions? It are the methodological knots that every biographer, and especially every autobiographer, has to entangle. The interesting thing is that Ernaux gradually, and especially in the last quarter of her book, made this wrestling explicit, when she questions herself: «When the time comes to start, she (=the author) always stumbles on the same problems: how to represent at the same time the passage of historical time, the change of things, of ideas, of manners and the intimacy of this woman, to make coincide the fresco of forty-five years and the search for a self outside of History, that of suspended moments which she wrote poems at twenty, Solitude, etc. Her main concern is the choice between 'I' and 'she'. There is in the 'I' too much permanence, something constricted and stifling, in the 'she' too much exteriority, of estrangement.”
Clearly, from the beginning you notice that she has opted for a rather impersonal approach, in which she writes about herself in the third person (""she/elle""), and in which she also interprets the spirit of the corresponding periods of time in the same style, through the impersonal ""one/on"". This means that Annie Ernaux only occasionally appears in this story as a real person, who struggles with the inevitable existential problems that arise in each specific phase of life. The priority apparently goes to that broader framework, call it the ‘Zeitgeist’, which she tries to capture in chains of objective events, names of politicians, books and films, mixed with memories and musings. She does this very associatively, sometimes without punctuation, like a loose chronicle.
This gives the misleading impression of being an objective account, but the opposite is true: this really is the subjective experience by a concrete person, a woman that was a typical product of the “trente glorieuses”, who broke away from her family environment, developed her own life, professionally and privately, and experienced both highs and lows. Moreover, this account definitely is a ‘remembered’ experience, written down at a much older age, and thus also reflective of sensitivities of later periods. Ernaux, for example, often addresses the gender aspect of the time periods involved: the gradual emancipation of women, that she experienced and also shaped herself, but of which she also sees the relative outcome: even now men keep on determining the image and the place of women, she notes bitterly. This bitterness is something that more and more seeps through in the later stages of her life: the growing distance from the world of her children, and from the enormously changing world in general. It’s a feeling of alienation that certainly gets more pronounced, as she ages.
Until the end of the book the ambiguity remains between the evocation of a concrete life - in her case from 1941 to the moment of writing around 2007 - and the evocation of the ""spirit"" of a certain historical age. Personally, I found the chronicle of the 1950s and 1960s, her adolescence and early adulthood, the most successful, because that period was also one of major social changes that would eventually culminate in the famous May-68 uprising and the subsequent hangover of the 1970s. The emerging youth culture and the switch to consumerism are beautifully illustrated. But after that her chronicle becomes a little more superficial and sometimes passes over certain stages of life very quickly. Her description of the 1980s and 1990s, for example, gets bogged down in a dry enumeration of facts and names, and she suddenly pays much more attention to the political developments, following the euphoria and subsequent betrayal by president Francois Mitterrand, apparently because she experienced this from up close.
This is a very rich and impressive book, without a doubt. It is very recognizable for those who have experienced more or less the same period; I am 20 years younger than Ernaux, but her evocation of the 1970s and 1980s certainly was very recognizable to me. However, her impersonal approach makes an empathic link with the person Annie Ernaux difficult, and that is certainly a downside. But this book contains enough elements of both self-reflection and reflection on the process of remembering and giving its own personal life story a place in history, to make it into a real classic.
Finally, a small warning: the French context is ubiquitous; readers that are not familiar with French politics, literature or, say, names of chain stores will occasionally find it difficult to follow her line of thought. Once again, it's a reminder of the fact that French culture is a world that is very much focussed upon itself. (rating 3.5 stars)","Marc"
"Wow!
For something classified as auto-biography or memoir, this book left me completely cold. Reading it felt like stepping outside to walk Bobby around the block on a characteristically grey, windy, wet and bleak December day in England. Brrrrr!!!
Considering all the five star reviews here on Goodreads, I was expecting to finish it feeling, at least, a bit more warmed up.
The thing is, when I read non-fiction I like and need to be challenged and/or moved in some way to really enjoy it. I love it when an author (or someone else!) dares to question my beliefs and views but, unfortunately, nothing of what Annie Ernaux wrote got even close to doing so.
In my humble opinion, this was only a very summarised retelling of French History from the 1940s until the early 2000s from a feminist point of view. The few times some key moments of universal History were mentioned were purely with the aim of providing a chronological reference point to those reading the book, without which many might have struggled with its timeline!
Now, my friends, as most of you know by now I’m Portuguese and, even though I’ve studied French for several years in school, the ridiculous number of names, pop culture references and other cultural, social and political aspects intrinsically French related dropped within nearly every page did close to nothing for me, I’m afraid.
I can understand why this book might have turned into a literary phenomenon among readers in France, but honestly I can’t think of a single thing about it that hasn’t, more or less, been done before. I mean, I can see it as a good and lighter way for French students to get a bit more acquainted with the History of their own country, for example, but can’t, for the life of me, see a single reason for the author to think that a non French reader could possibly have any interest in getting to know the name of supermarket chains (ugh!) or what the nation’s favourite sweets were back in the 1970s.
Also, the first-person-plural point of view really kept me at arms length at all times and, because the author didn’t actually write a lot about her personal life apart from the fact that she (like everybody else) has always wanted loads of sex, I basically read this like the piece of historical writing that I think it is. In my brain, the whole book played out like an old black and white documentary instead of what could’ve been the colourful life story I was hoping for.
As I mentioned in my previous review, I don’t have what one might call an easy relationship with History and that, obviously, also played a big part in the way I reacted to this book.
I can’t say I’m very impressed with my introduction to Annie Ernaux but, thanks to the crazy number of great passages highlighted, am now curious enough to give her a second chance.
We lived in close proximity to shit. It made us laugh.
…we faced endless years of masturbation before making love permissibly in marriage. (…) Our lives were burdened with a secret that bracketed us with perverts, hysterics and whores.
The more immersed we were in work and family, said to be reality, the greater was our sense of unreality.
Only facts presented on TV achieved the status of reality.
Oh, and by the way, what were you doing on 11 September 2001?
Three stars, it is.
Highly recommended to all feminists and French lovers of Trivial Pursuit.","Pedro"
"Many people seem to be comparing with Maupassant's Une Vie, which she does indeed mention at one point as a possible model, but to me this rather gorgeous book comes across more as an early twenty-first century feminist retelling of Proust.
I know what you're going to say: Proust is two and a half thousand pages long, Les Années is just two hundred and fifty. I'm not denying that that's a valid objection. Though, just possibly, it might also tell us something about the differences between men and women.
____________________
Now that I knew what the book was about, I had to read it again. The last pages, when she finally manages to find her voice and become an author, are perhaps even more moving than the corresponding ones in Le Temps retrouvé. As is her take on recapturing the past: rather than Proust's miraculous and slightly implausible revelations, it is a prosaic and credible process of painful, incomplete stitching together, which somehow still manages to create something wonderful and ineffable.
This is an extraordinary novel.","Manny"
"Capturing life after World War II in France through one woman’s life. Big trends like consumerism, sexual liberation, AIDS, decolonization racial tensions and unemployment coalesce with pictures from the authors life
Memory like sexual desire never endse
An erudite work, more essay and history piece than novel.
I love Annie Ernaux her writing, but this book is an especially ambitious work that sets out to capture post-World War II France. The Years uses pictures as basis of recollections. From initial family observations and catch phrases that parents use: Limits: don’t ask for the moon or things that cost the earth, be happy with what you have to the desire to grow up as a kid: Nothing is certain except her desire to be grown up.
Paris was beauty and power and the big city calls. The post war years are sparse initially, We lived in a scarcity of everything but people are optimistic about what lay ahead: Progress was the bright horizon of everyone’s existence
The narration is detached, and the novel uses a lot of sweeping statements to describe the day and age. At times Ernaux recognises that the perspective used in the book is not universal: The times are not the same for everyone.
To be fair there are fun anachronisms captured as well, like arsenic cures against masturbation.
Big societal changes are captured, like youth asking more of their lives and the freedoms they want You ask too much of life and the rise of consumers and tourists: It was the dawning of the society of leisure
Growing up as a female is hard (For girls shame lay in wait at every turn), and the way Ernaux writes time definitely seems to go ever faster but all the changes feel less and less impactful to one who has established her life through the rapid succession of decolonization, the advent of consumerism, sexual liberalism, women’s rights, May 1968, AIDS, racial tensions, unemployment. There is disappointment and reflection (As if her only progress in life is of the material kind) and the sense of the end nearing is evident near the end of the book: The infinite ceased to be imaginary
A sweeping book, following both a life and development of a nation, full of observations that one can only have after a life lived and fully experienced.","Henk"
"By retrieving the memory of collective memory in an individual memory, she will capture the lived dimension of History [...] It will be a slippery narrative composed of an unremitting continuous tense, absolute, devouring the present as it goes [...] To this 'incessantly other' of photos will correspond in mirror image, the 'she' of writing [...] There is no 'I' in what she views as a sort of impersonal autobiography. There is only 'one' and 'we'
Formally experimental - though never inaccessible, even hypnotically compelling - this is the result of Ernaux's grappling with how to represent textually the experience of living through time. As such, it continues a long tradition of writing subjectivity and I'd certainly see this as in dialogue with e.g. Virginia Woolf, Proust (both name-checked in the text) as well as the later Outline trilogy by Rachel Cusk. Ernaux is self-conscious of her status as a woman, citing de Beauvoir as well as other feminist thinkers; and is equally self-aware of her lower-class French provincial birth and upbringing.
This is a book alive, then, to the ways in which we are acculturated and situated within the power structures of 'society': economic, political, social, cultural, gendered and racialised. Ernaux is as aware of how we might resist as well as the ways in which we conform or are complicit.
The narrative stretches from Ernaux's birth year, 1940, to 2006 and the telling is via a collage of 'moments' taken from everything from film posters, political slogans, best-selling books and key events, to two stories, one told in a 'we' voice ('on' in French but translated consistently as 'we' in English to keep the tone correct), and one via a third-person 'she' - the latter, disruptively, the most intimate. The inner and outer lives are thus represented from the big events that a generation experiences (May 1968, 9/11) to the atomised life of an individual - though I was constantly questioning to what extent even the 'individual' was, to some extent, a kind of 'female destiny' story told frequently through the body: first period, pregnancy scares, abortion, menopause etc.
In a kind of inversion of Sebaldian technique, the 'she' sections are headed by the description of a photo - a sort of ecphrasis - that punctuates both narratives, giving us a foothold in both the passing of time and the living life of 'Annie'. Photos become jumpy films then video, before returning to digital photos.
I see some reviewers found the Frenchness alienating through not recognising the political and cultural references but I never found this a problem - and, actually, I would suggest that what the book foregrounds is the communality of, especially, women's lives - we may take medical advances and contraception for granted (at least in the UK) but the flashpoints of adolescence, love, sex, motherhood, divorce, aging, losing parents are connections, however much they might be shored around by differing historicised discourses, values and ideologies.
Reading this review back, I realise that what is missing from my technical description of the book is how compulsively gripping and, yes, thrilling it is to read - the exciting formal and structural qualities do not overtake the interest of the narrative itself. The English translation by Alison L. Strayer is exemplary (I read some of this in French but I'm just too slow to have consumed the whole book that way) and has a quality of fluidity and pliancy, of organic being, that belies the very fact of translation.
For me, Ernaux is my find of the year - and someone whose books I'd recommend if you love Rachel Cusk, Deborah Levy and intellectual foremothers such as Virginia Woolf, Marguerite Duras and Simone de Beauvoir. I want to rush out and consume everything Ernaux has written immediately!","Roman Clodia"
"Congratulations to Annie Ernaux for being the 2022 awardee of the Nobel Prize in Literature!
Having read several of her shorter books this year, just by chance, I now can suggest that the first book you should read by Annie Ernaux should maybe be A Frozen Woman, which gives the broader context of one of her over all purposes: What does it mean to have been a girl and woman in the fifties and sixties in Paris? In that book she mainly tells her own story, from early girlhood through an early marriage. It provides a kind of wider angle context for the shorter books: A Man's Story, A Woman's Story, A Simple Passion, Shame, and so on.
I think if the Nobel committee had read A Frozen Woman and then The Years, the longest book, which makes some of her purposes clearer, to tell a life—hers--but tacking back and forth between her own experience to the cultural and historical purpose in general, that might have been just enough to garner her the award. All of her books are memory experiments, autofiction, but in this one she uses the third-person “we” that seems to include others like her—from the time of her birth in 1941 to 2006, after which she published the book in 2008 in France. This English translation is listed at 2017.
The book sort of chronicles the history of all that time and her life in terms of it, and as a person who is roughly ten years younger than Ernaux, and though I'm American and a male, I felt like I could still relate to a lot of the cultural and political and even personal history she shares. The style is sort of a combination of narrating her life amidst a list of events, things she remembers from ads, songs, newspapers, tv and so on, from her childhood to grandmother-hood. This one is 250 pages, and many of those short novels come in at about 90-100 pages.
Ernaux is honored here with the Nobel—or if you don’t care about awards--just say she’s worth reading because she is, like Proust, experimenting with the problem of memory and how to speak to it, represent it. Very worthwhile reading.","Dave Schaafsma"
"Shortlisted for the Man Booker International Prize 2019
This is a very enjoyable ""impersonal autobiography"", which mixes Ernaux's own life story with a form of collective consciousness recalling the events of her lifetime in France and how they were perceived more widely across her generation.
I do have a certain amount of sympathy for those who feel that something so close to non-fiction should not be competing for a fiction prize, and Fitzcarraldo's own decision to give it a white cover does not help, but I still found it an interesting read, and would probably not have read it had it not been longlisted for the prize.
The French focus meant that plenty of the cultural reference points were unfamiliar, as was some of the political history (Ernaux's sympathies are with the left, so her views on the ""evenements"" of May 1968 and the election of Francois Mitterand and how he subsequently became deradicalised, and the rise of Le Pen were interesting).","Hugh"
"The latest Fitzcarraldo Editions Nobel Prize Winner
Book 2/13 for me from the Man Booker International 2019 longlist
She would like to assemble these multiple images of herself, separate and discordant, thread them together with the story of her existence, starting with her birth during World War II up until the present day. Therefore, an existence that is singular but also merged with the movements of a generation. Each time she begins, she meets the same obstacles: how to represent the passage of historical time, the changing of things, ideas and manners, and the private life of this woman? How to make the fresco of forty-five years coincide with the search for a self outside of History.
The Years, translated from Annie Ernaux's 2008 original (Les années) by Alison L. Strayer, is yet another masterpiece brought to English language readers by the UK's finest publisher, Fitzcarraldo Editions.
The Years is a narrative of France from 1940 (Ernaux's birth) to 2006 told in ""an unremitting continuous tense, absolute, devouring the present as it goes"", and in the unique auto-socio-biography style that she has developed. Ernaux herself has been always keen to emphasise that everything in the books is true:
la seule écriture juste m'a paru être le refus de toute fiction et ce que j'ai appelé ensuite ""l'autosociobiographie"" parce que je me fonde presque toujours sur un rapport de soi à la réalité sociohistorique.
https://www.lemonde.fr/livres/article...
(translation: the only writing that seemed fair to me was that which refused fiction altogether, which I later called autosociobiographie because I nearly always placed myself at the meeting of self and sociohistorical reality.)
and indeed The Years might perhaps best be described as a 'novel without fiction' as Javier Cercas describes many of his books in his essay (tr. Anne McLean) The Blind Spot: An Essay on the Novel, including his The Impostor (tr. Frank Wynne), a book also longlisted for the Man Booker International Prize, a prize for 'novels and short-stories'. Indeed Les années was published as 'un roman' in France but The Years under Fitzcarraldo's white covers (usually for essays) here, although UK ISBN registration covers 'essay', 'memoir', and 'literary fiction in translation', and the MBI judges are to be congratulated for acknowledging its eligibility.
The Years opens with a collage of images and memories from throughout the period of which below are a sample
All the images will disappear:
the woman who squatted to urinate in broad daylight, behind the shack that served coffee at the edge of the ruins in Yvetot, after the war, who stood, skirts lifted, to pull up her underwear and then returned to the café
the tearful face of Alida Valli as she danced with Georges Wilson in the film The Long Absence
...
the majesty of the elderly woman with Alzheimer’s, who wore a flowered smock like all the residents of the old folks’ home, but with a blue shawl over her shoulders, tirelessly pacing the corridors, haughty like the Duchess of Guermantes in the Bois de Boulogne, and who made you think of Céleste Albaret as she’d appeared one night on television with Bernard Pivot
...
the stranger of Termini Station in Rome, who half lowered the blind of his first-class compartment and in profile, hidden from the waist up, dandled his sex in the direction of the young women in the train on the opposite platform, leaning against the railings, chins in hands
the guy in a cinema ad for Paic Vaisselle dishwashing liquid, cheerfully breaking dirty dishes instead of washing them while an offscreen voice sternly intoned ‘That is not the solution!’ and the man, gazing at the audience in despair, asked ‘But what is the solution?’
...
the images, real or imaginary, that follow us all the way into sleep
the images of a moment bathed in a light that is theirs alone
They will all vanish at the same time, like the millions of images that lay behind the foreheads of the grandparents, dead for half a century, and of the parents, also dead. Images in which we appeared as a little girl in the midst of beings who died before we were born, just as in our own memories our small children are there next to our parents and schoolmates. And one day we’ll appear in our children’s memories, among their grandchildren and people not yet born. Like sexual desire, memory never stops. It pairs the dead with the living, real with imaginary beings, dreams with history.
The narration then switches to impressions of World War II, for the narrator not actual but received memories, imbibed during family get togethers:
The voices of the guests flowed together to compose the great narrative of collective events, which we came to believe we too had witnessed.
They never grew tired of talking about the winter of '42, the bone-chilling cold, the hunger and the swedes, the food provisions and the tobacco vouchers, the bombardments
the aurora borealis that heralded the coming of the war
the bicycles and carts on the road during the Debacle
the looted shops
the displaced searching the debris for their photos and their money
the arrival of the Germans - every person at the table could say exactly where, in what city - and the always courteous English, the inconsiderate Americans, the collabos, the neighbour in the resistance, X's daughter whose head was shaved after the Liberation
Le Havre razed to the ground, where nothing remained, the black market
Propaganda
the Krauts fleeing across the Seine at Caudebec on knackered horses
the countrywoman who loudly farted in a train compartment full of Germans and proclaimed to all and sundry, 'If we can't tell it, we can make them smell it!'
From a common ground of hunger and fear, everything was told in the 'we' voice and with impersonal pronouns, as if everyone were equally affected by events.
But they only spoke of what they had see and could re-live while eating and drinking. They lacked the talent and conviction to speak of things they'd been aware of but had not seen. Not the Jewish children boarding trains for Auschwitz, nor the bodies of starvation victims collected every morning from the Warsaw ghetto, nor the 10,000 degree fires in Hiroshima. Hence our impression, which later history courses, documentaries and films failed to dispel, that neither the crematoria nor the atomic bomb belong to the same era as black market butter, air-raid warnings, and descents to the cellar.
The line ""everything was told in the 'we' voice and with impersonal pronouns, as if everyone were equally affected by events"" is key to Ernaux's own style in the book:
There is no ""I"" in what she views as a sort of impersonal autobiography. There is only ""one"" and ""we,"" as if now it were her turn to tell the story of the time before.
The narrative is largely based on Ernaux's own life but she uses 'we' (*) not 'I', or 'she' when specifically referring to herself: her personal memories (auto) are used to both tell her own life story and her evolution as a writer, but also to describe the collective experience (biography) of her friends and indeed the generation of French women to which she belongs (and perhaps social class, ethnic group and artistic inclination as well), which in turn also becomes a (sociological) history of France itself - hence the auto-socio-biography.
(* as an aside, I believe the French original uses 'on' heavily, but Strayer has sensible avoids the use of 'one' in English, which would have conveyed a rather different impression)
Ernaux is the same Le Monde interview also argued that the use of ""elle"" rather than ""je"" actually allowed her a certain distancing and so to be more open about things that might other seem personally shameful:
J'ai l'impression que je la déjoue par une manière d'écrire impersonnelle, une façon de mettre à distance l'inavouable. J'ai pu parler pour la première fois de mes fils dans Les Années (Gallimard, 2008) parce que je disais ""elle"" et pas ""je.""
Another distinctive feature is how, in Ernaux's account, as is true in reality for most people, political events are often mere background, simply marking the turning of the years in much the same way as does, in another thread, the winner of each year's Tour de France. The story of France in the second half of the 20th Century is instead told, effectively, with the personal:
It is with the perception and sensations received by the spectacled fourteen-and-a-half-year-old brunette that writing is able to retrieve here something slipping through the 1950s, to capture the reflection that collective history projects upon the screen of individual memory.
This reference to ""the spectacled fourteen-and-a-half-year-old brunette"" is from a described photo and Ernaux applies an inversion of the Sebaldian technique. Where he included, often uncommented, photos in his text, often ones he had discovered in junk shops but which fitted his narration, she often starts a new era of reminiscence with a photograph from her family album (later in the book, videos), but one described verbally to rather than physically seen by the reader. For example another photo taken by her young husband on a Sunday lunchtime:
In a photo taken indoors, a close-up in black and white, a young woman and a little boy sit side by side on a single bed, fitted out cushions to make a sofa. Behind them is a window with sheer curtains. An African artefact hangs on the wall. The woman wears an outfit in pale jersey, a twin set and a skirt just above the knee. Her hair, parted in dark asymmetrical bands, accentuates the full oval of her face. Her cheekbones are lifted in a big smile. Neither her hairstyle nor her outfit corresponds to the images one later saw of 1966 or 1967. Only the short skirt is consistent with the fashion launched by Mary Quant.
...
On the back is written 'Rue Loverchy, Winter '67.'
...
As lunch simmers flagrantly on the stove, and the babbling child assembled Lego blocks, and the toliet flusher is repaired while Bach's Musical Offering plays in the background, they build their collective sense, all in all, of being happy. The photo plays a role in this construction, anchoring their 'little family in the long term. It acts as a pledge of permanence for the child's grandparents, who will receive a copy.
Literature also plays an important role, another way to chart both the passing years (a wonderfully pithy passage on the fall of the Soviet Union The USSR, which we no longer thought about, shook the summer awake with a half-baked coup by old Stalinist fogies. Gorbachev was discredited, chaos declared and dismissed within hours, all because of a beady-eyed brute who, by some miracle, had clambered onto a tank and been hailed as the hero of freedom, concludes Leningrad was St Petersburg again, much more convenient for finding one's way around the novels of Dostoevsky) but also of the evolving taste as she matures.
For example, in the lead in to the student revolution in Paris of May 1968, one of the few events that really does impact on daily life:
Television, with its fixed iconography and minimal cast of actors, would institute a 'ne varietur' version of events, the unalterable impression that all of us had been eighteen to twenty-five that year and hurled cobblestones at the riot police, handkerchiefs pressed to our mouths. Bombarded by the recurrent camera images, we suppressed those of our own May ’68, neither momentous – the deserted Place de la Gare on a Sunday, no passengers, no newspapers in the kiosks – nor glorious – one day when we were afraid of lacking money, petrol, and especially food, rushing to the bank to withdraw cash and filling a cart to overflowing at Carrefour, from an inherited memory of hunger.
It was a spring like any other, sleet in April, Easter late. We’d followed the Winter Olympics with Jean-Claude Killy, read Elise, or The Real Life, proudly changed the R8 for a Fiat sedan, started Candide with the première students and paid only vague attention to the unrest at Paris universities, reported on the radio.
But the Sorbonne closed, the written exams for the CAPES were cancelled, and students clashed with police. One night, we heard breathless voices on Europe 1. There were barricades in the Latin Quarter, as in Algiers ten years earlier, Molotov cocktails and wounded. Now we were aware that something was happening and did not feel like returning to life as usual the next day.
The reference to the events in Paris in 1968 (my birth year), which were not particularly echoed in the UK, emphasises the point that the book can't help but read differently to an Englishman of a younger generation than to a Frenchwoman of Ernaux's own, the national differences in terms of references to celebrities, adverts and branded products perhaps most noticeable: there is less of nod of constant recognition as there would be to Ernaux's own compatriots. However, the experience is equally effective, indeed it is fascinating to see which things are common and which different.
Strayer makes effective although very sparing use of footnotes (just 29 in the 227 page book), for example to explain that CAPES in the quote above is the Certificat d’aptitude au professeur de l’enseignement du second degré, the secondary teachers’ training certificate. Indeed at times I wondered why one particular cultural reference was explained out of a dozen in the same paragraph, although I suspect cases where Google would not help may be one reason. An interview and article with Strayer reported:
Strayer has learned some tricks along the way, including visits to some of Monsieur Google’s more obscure domains. It also helps to be living in Paris with a French husband whose family could apparently win any French Trivial Pursuit contest.
“I had only to present a snippet of a popular song, an advertising jingle, joke or spoonerism, a quip from a ‘50s comedian, whatever the case, and someone would promptly recite it in full and provide necessary explanations,” Strayer said in a recent email interview.
https://artsfile.ca/ex-pat-ottawa-tra...
And a final impressive feature of the novel, and a thread that runs through it, is Ernaux charting her developing thoughts on writing a book of her life, the book that eventually we are now reading. Her preferred form evolves from a Proust-like tome, to, this its final form:
It will be a slippery narrative composed in an unremitting continuous tense, absolute, devouring the present as it goes, all the way to the final image of a life. An outpouring, but suspended at regular intervals by photos and scenes from films that capture the successive body shapes and social positions of her being–freeze-frames on memories, and at the same time reports on the development of her existence, the things that have made it singular, not because of the nature of the elements of her life, whether external (social trajectory, profession) or internal (thoughts and aspirations, the desire to write), but because of their combinations, each unique unto itself. To this ‘incessantly other’ of photos will correspond, in mirror image, the ‘she’ of writing. There is no ‘I’ in what she views as a sort of impersonal autobiography. There is only ‘one’ and ‘we’, as if now it were her turn to tell the story of the time-before.
Highly recommended and definite shortlist material for me for the MBI, indeed it would make a worthy winner.","Paul Fulcher"
"I couldn't decide between a 3 and a 5 rating. This book took me so long to read because it never grabbed me, but it had moments of such poignancy and beauty. I do think it's a great book even if pages passed without making an impression. I would only recommend this to people who are interested in form- it completely accomplishes the goal of writing a personal memoir and general history without referring to oneself (using ""me"" or ""I""). It reads more like long-form prose to me, like flipping through a scrapbook, which is a nice effect. But I don't recommend it if you're looking for a story. It is too fragmented and reliant on lists and cursory explanations to be a page turner. Interesting but not engaging.","Lucy Dacus"
"To exist is to drink oneself without thirst.
Reading The Years is like watching one of those short videos, showing the evolution of dance or fashion throughout history.
Our memory is outside us, in a rainy breath of time.
We read the book, as if we are looking at photos and scenes, captured successively in different stages of Annie’s life; as if we are reading news reports about social, economic and political events; events which made an impression on her external and internal self.
Like sexual desire, memory never stops. It pairs the dead with the living, real with imaginary beings, dreams with history.
The Years is freeze-frames of Annie’s memories and her existence; a memoir of one and all.
She begins a novel in which images past and present, her dreams at night and visions of the future, alternate with an “I” who is her double, detached from herself.
There are no chapters, but at the beginning of each decade, she offers and describes a photograph of herself, as a little baby, a child, a teenager, etc. Of course as she always does, she talks about herself in third person.
There is no “I” in what she views as a sort of impersonal autobiography. There is only “one” and “we,” as if now it were her turn to tell the story of the time-before.
This is a writing project of a woman who has lived between 1940 and today, convinced that she has no “personality”.
She will go within herself only to retrieve the world, the memory and imagination of its bygone days, grasp the changes in ideas, beliefs, and sensibility, the transformation of people and the subject that she has seen.
She wants to save everything that has been part of her life; she wants to save her “circumstance”.
The distance that separates past from present can be measured perhaps by the light that spills across the ground between shadows, slips over faces, outlines the folds of a dress- by the twilight clarity of a black-and-white photo, no matter what time it is taken.
She wants to hunt down the sensations inside of her; sensations like the ones that make her write.
Everything will be erased in a second. The dictionary of words amassed between cradle and deathbed, eliminated. All there will be is silence and no words to say it. Nothing will come out of the open mouth, neither I nor me. Language will continue to put the world into words. In conversation around a holiday table, we will be nothing but a first name, increasingly faceless, until we vanish into the vast anonymity of a distant generation.","Helga"
